TRAIT	FILE	ID	CHR	P0	P1	BLOCK	Z	P	RESID.Z	PIP	IN.CRED.SET
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RPS6KA1.wgt.RDat	RPS6KA1	1	26900000	26900000	1:25516845..27401867	-1.95202	0.0509	-2.28467415787069	0.00230087757002056	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZNF683.wgt.RDat	ZNF683	1	26700000	26700000	1:25516845..27401867	-2.97929	0.00289	-2.36730190605305	0.00237539513551232	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.HMGN2.wgt.RDat	HMGN2	1	26800000	26800000	1:25516845..27401867	2.66616	0.00767	2.40035315099595	0.00298598595590999	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000261349.1.RP3-465N24.5.wgt.RDat	RP3-465N24.5	1	25600000	25600000	1:25516845..27401867	-0.12993	0.897	-0.265620997428345	0.00357758155096687	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Cerebellar_Hemisphere/GTEx.Brain_Cerebellar_Hemisphere.ENSG00000158006.9.PAFAH2.wgt.RDat	PAFAH2	1	26300000	26300000	1:25516845..27401867	-2.291173	0.022	-3.01921274448463	0.00413835151358999	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RHD.wgt.RDat	RHD	1	25600000	25600000	1:25516845..27401867	-3.57643	0.000348	-3.79502227699174	0.00445471732067742	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RHCE.wgt.RDat	RHCE	1	25700000	25700000	1:25516845..27401867	3.65038	0.000262	3.94698453822975	0.00539722703186972	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.NUDC.wgt.RDat	NUDC	1	27200000	27200000	1:25516845..27401867	3.64104	0.000272	2.9271977294658	0.00718763463059147	FALSE
LDL	NULL	NULL.1:25516845..27401867	1	0	0	1:25516845..27401867	0	1	0	0.0081021194859924	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000259984.1.RP11-335G20.7.wgt.RDat	RP11-335G20.7	1	25700000	25700000	1:25516845..27401867	-4.05629	4.99e-05	-4.23542746009136	0.0114464252405634	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.LDLRAP1.wgt.RDat	LDLRAP1	1	25900000	25900000	1:25516845..27401867	3.82172	0.000133	4.01764235087773	0.0316319636815949	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Prostate/GTEx.Prostate.ENSG00000226698.1.RP1-50O24.6.wgt.RDat	RP1-50O24.6	1	27200000	27200000	1:25516845..27401867	4.37479	1.22e-05	3.60667758760197	0.0635921728961059	TRUE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Aorta/GTEx.Artery_Aorta.ENSG00000204178.5.TMEM57.wgt.RDat	TMEM57	1	25800000	25800000	1:25516845..27401867	4.553681	5.27e-06	4.68826856580072	0.0777769556613034	TRUE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZDHHC18.wgt.RDat	ZDHHC18	1	27200000	27200000	1:25516845..27401867	4.52188	6.13e-06	3.89646756670829	0.145223127776488	TRUE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.ARID1A.wgt.RDat	ARID1A	1	2.7e+07	2.7e+07	1:25516845..27401867	-4.59388	4.35e-06	-3.87297150736416	0.146165450505615	TRUE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000117616.13.C1orf63.wgt.RDat	C1orf63	1	25600000	25600000	1:25516845..27401867	-4.741856	2.12e-06	-4.95627025982262	0.26194187719403	TRUE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.TMEM50A.wgt.RDat	TMEM50A	1	25700000	25700000	1:25516845..27401867	4.9028	9.45e-07	5.12272521931452	0.619006747986294	TRUE
LDL	INTERCEPT	INTERCEPT.1:54226262..56413117	1	0	0	1:54226262..56413117	0.00855280240875616	0.993175934203781	0	0	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.LRRC42.wgt.RDat	LRRC42	1	54400000	54400000	1:54226262..56413117	0.458	0.647	0.452808860254556	0.000215392725800375	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ACOT11.wgt.RDat	ACOT11	1	5.5e+07	5.5e+07	1:54226262..56413117	-0.19863	0.843	-0.197634126375924	0.00021728690674431	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.HSPB11.wgt.RDat	HSPB11	1	54400000	54400000	1:54226262..56413117	-0.77805	0.437	-0.772373883844765	0.000218641172575234	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.DHCR24.wgt.RDat	DHCR24	1	55300000	55300000	1:54226262..56413117	-1.08	0.281	-1.07496420737644	0.000219173218698979	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Liver/GTEx.Liver.ENSG00000157216.11.SSBP3.wgt.RDat	SSBP3	1	54700000	54700000	1:54226262..56413117	-0.645	0.519	-0.640753998434892	0.000262412447460212	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.AL357673.1.wgt.RDat	AL357673.1	1	54600000	54600000	1:54226262..56413117	-0.11543	0.908	-0.11525283942816	0.000270950825693335	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000058799.9.YIPF1.wgt.RDat	YIPF1	1	54300000	54300000	1:54226262..56413117	0.99747	0.319	0.996456578707228	0.000286042131041135	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000272091.1.RP4-758J24.5.wgt.RDat	RP4-758J24.5	1	54500000	54500000	1:54226262..56413117	-1.00503	0.315	-1.00487186031004	0.000292098846843927	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MROH7.wgt.RDat	MROH7	1	55100000	55100000	1:54226262..56413117	-0.10007	0.92	-0.0987525210045416	0.000332968535351548	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Muscle_Skeletal/GTEx.Muscle_Skeletal.ENSG00000237611.1.AL353898.3.wgt.RDat	AL353898.3	1	54600000	54600000	1:54226262..56413117	0.76074	0.447	0.76396510414447	0.000352427520451285	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.TMEM59.wgt.RDat	TMEM59	1	54500000	54500000	1:54226262..56413117	-0.90201	0.367	-0.901573399279944	0.000396658576149629	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TCEANC2.wgt.RDat	TCEANC2	1	54500000	54500000	1:54226262..56413117	-0.70011	0.484	-0.704781469717949	0.000406070756740005	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.AL161915.1.wgt.RDat	AL161915.1	1	54600000	54600000	1:54226262..56413117	-1.12271	0.262	-1.12477676592412	0.000487175246496037	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.MRPL37.wgt.RDat	MRPL37	1	54600000	54600000	1:54226262..56413117	-1.08	0.28	-1.08153223926562	0.000675992193197632	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TTC4.wgt.RDat	TTC4	1	55200000	55200000	1:54226262..56413117	0.17568	0.861	0.175854559919839	0.000793514223267686	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.C1orf177.wgt.RDat	C1orf177	1	55300000	55300000	1:54226262..56413117	-0.66863	0.504	-0.672158797421389	0.000916084708295394	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.USP24.wgt.RDat	USP24	1	55500000	55500000	1:54226262..56413117	0.98111	0.327	0.985300059309141	0.000966189627972168	FALSE
LDL	NULL	NULL.1:54226262..56413117	1	0	0	1:54226262..56413117	0	1	0	0.00251741209646046	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PARS2.wgt.RDat	PARS2	1	55200000	55200000	1:54226262..56413117	-5.52796	3.24e-08	-5.52805211249788	0.997473512808399	TRUE
LDL	INTERCEPT	INTERCEPT.1:61922365..63455089	1	0	0	1:61922365..63455089	-16.6822920682819	1.76321834996657e-62	0	0	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Whole_Blood/GTEx.Whole_Blood.ENSG00000162607.8.USP1.wgt.RDat	USP1	1	62900000	62900000	1:61922365..63455089	8.527	1.5e-17	0.300104107104429	0.000162344382895753	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.KANK4.wgt.RDat	KANK4	1	62700000	62700000	1:61922365..63455089	-0.39482	0.693	-0.374066233702389	0.000166522976727582	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.ATG4C.wgt.RDat	ATG4C	1	63200000	63200000	1:61922365..63455089	3.45032	0.00056	0.471629640838523	0.000173056064537197	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000116641.11.DOCK7.wgt.RDat	DOCK7	1	62900000	62900000	1:61922365..63455089	8.196427	2.48e-16	0.625957752194388	0.000188585927355668	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.L1TD1.wgt.RDat	L1TD1	1	62700000	62700000	1:61922365..63455089	-1.59029	0.112	-0.73764114969523	0.000201957361057212	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000162604.8.TM2D1.wgt.RDat	TM2D1	1	62100000	62100000	1:61922365..63455089	0.557106	0.577	0.976010788165903	0.000245664593195109	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000132849.14.INADL.wgt.RDat	INADL	1	62200000	62200000	1:61922365..63455089	5.69657	1.22e-08	-1.26913431724619	0.000335884625631811	FALSE
LDL	NULL	NULL.1:61922365..63455089	1	0	0	1:61922365..63455089	0	1	0	0.998529258559605	TRUE
LDL	INTERCEPT	INTERCEPT.1:108409665..110303931	1	0	0	1:108409665..110303931	-2.17599414281763	0.0295556985284594	0	0	FALSE
LDL	NULL	NULL.1:108409665..110303931	1	0	0	1:108409665..110303931	0	1	0	2.14212017120923e-25	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.GPSM2.wgt.RDat	GPSM2	1	1.09e+08	1.09e+08	1:108409665..110303931	0.95601	0.339	-0.282108530124166	1.79703509992473e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000116266.6.STXBP3.wgt.RDat	STXBP3	1	1.09e+08	1.09e+08	1:108409665..110303931	0.548	0.584	0.613637824350957	1.80962396022002e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM5.wgt.RDat	GSTM5	1	1.1e+08	1.1e+08	1:108409665..110303931	0.79913	0.424	1.1242522695079	1.8577597903807e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM4.wgt.RDat	GSTM4	1	1.1e+08	1.1e+08	1:108409665..110303931	-3.25496	0.00113	-2.63901813748878	1.8658443167912e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.SARS.wgt.RDat	SARS	1	1.1e+08	1.1e+08	1:108409665..110303931	-0.14062	0.888	1.55196299810601	1.90666710989331e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.CLCC1.wgt.RDat	CLCC1	1	1.09e+08	1.09e+08	1:108409665..110303931	0.88677	0.375	-0.166907541470981	2.11076306487202e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000241720.2.RP4-735C1.4.wgt.RDat	RP4-735C1.4	1	1.1e+08	1.1e+08	1:108409665..110303931	-1.5887	0.112	-0.975558732410707	2.11722409103958e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000270066.2.SCARNA2.wgt.RDat	SCARNA2	1	1.1e+08	1.1e+08	1:108409665..110303931	-3.48835	0.000486	-4.41907262003376	2.27118034950071e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000273382.1.RP5-1065J22.8.wgt.RDat	RP5-1065J22.8	1	1.1e+08	1.1e+08	1:108409665..110303931	-0.24479	0.807	0.145518107903555	2.50439331216614e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000116337.11.AMPD2.wgt.RDat	AMPD2	1	1.1e+08	1.1e+08	1:108409665..110303931	0.74674	0.455	2.31966627221368	2.54934923036539e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.TMEM167B.wgt.RDat	TMEM167B	1	1.1e+08	1.1e+08	1:108409665..110303931	0.31399	0.754	-0.166432180743867	2.57389930658696e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000085491.11.SLC25A24.wgt.RDat	SLC25A24	1	1.09e+08	1.09e+08	1:108409665..110303931	-0.67083	0.502	-0.563668530551038	2.6289627747267e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.KIAA1324.wgt.RDat	KIAA1324	1	1.1e+08	1.1e+08	1:108409665..110303931	2.958	0.0031	1.5227581247123	3.26994770399617e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Nerve_Tibial/GTEx.Nerve_Tibial.ENSG00000085433.11.WDR47.wgt.RDat	WDR47	1	1.1e+08	1.1e+08	1:108409665..110303931	3.398045	0.000679	1.69647263968831	3.58501191180112e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000162639.11.HENMT1.wgt.RDat	HENMT1	1	1.09e+08	1.09e+08	1:108409665..110303931	-0.2713	0.786	-0.0864197243544309	4.38030816880174e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RP11-356N1.2.wgt.RDat	RP11-356N1.2	1	1.09e+08	1.09e+08	1:108409665..110303931	1.12643	0.26	1.44041710434502	6.56459999377461e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000260879.1.RP11-483I13.5.wgt.RDat	RP11-483I13.5	1	1.09e+08	1.09e+08	1:108409665..110303931	-0.759	0.448	-1.67394708800322	8.39522071191238e-05	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM1.wgt.RDat	GSTM1	1	1.1e+08	1.1e+08	1:108409665..110303931	2.78443	0.00536	3.00434766557704	0.000119544764429353	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM3.wgt.RDat	GSTM3	1	1.1e+08	1.1e+08	1:108409665..110303931	2.24699	0.0246	2.6258560553201	0.000123602078139014	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM2.wgt.RDat	GSTM2	1	1.1e+08	1.1e+08	1:108409665..110303931	3.12457	0.00178	2.71747002176708	0.000191662759014256	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.PSMA5.wgt.RDat	PSMA5	1	1.1e+08	1.1e+08	1:108409665..110303931	2.45	0.0144	3.29075709882951	0.000236286543316607	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.CYB561D1.wgt.RDat	CYB561D1	1	1.1e+08	1.1e+08	1:108409665..110303931	0.23	0.818	-0.493187310480885	0.000266246163790743	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.SYPL2.wgt.RDat	SYPL2	1	1.1e+08	1.1e+08	1:108409665..110303931	-0.21759	0.828	2.07547473786559	0.000915281530817026	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000162650.11.ATXN7L2.wgt.RDat	ATXN7L2	1	1.1e+08	1.1e+08	1:108409665..110303931	6.73104	1.68e-11	3.84927411866756	0.00207426740839777	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.FNDC7.wgt.RDat	FNDC7	1	1.09e+08	1.09e+08	1:108409665..110303931	-2.28826	0.0221	-2.89820423762457	0.0023969281271022	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000260246.1.AC000032.2.wgt.RDat	AC000032.2	1	1.1e+08	1.1e+08	1:108409665..110303931	4.30276	1.69e-05	4.32402248361211	0.0151950960901612	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PSRC1.wgt.RDat	PSRC1	1	1.1e+08	1.1e+08	1:108409665..110303931	-3.7257	0.000195	-5.28496237469733	0.024297480722695	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TAF13.wgt.RDat	TAF13	1	1.1e+08	1.1e+08	1:108409665..110303931	0.92912	0.353	2.13761921021259	0.0555707449280431	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.CELSR2.wgt.RDat	CELSR2	1	1.1e+08	1.1e+08	1:108409665..110303931	8.30758	9.77e-17	6.7097293406596	0.068167181098146	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Prostate/GTEx.Prostate.ENSG00000244716.2.RP11-20O24.4.wgt.RDat	RP11-20O24.4	1	1.1e+08	1.1e+08	1:108409665..110303931	-6.37491	1.83e-10	-6.26883540394002	0.22404737712268	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.AMIGO1.wgt.RDat	AMIGO1	1	1.1e+08	1.1e+08	1:108409665..110303931	1.37379	0.17	3.63052288594903	0.924395646767494	TRUE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.SORT1.wgt.RDat	SORT1	1	1.1e+08	1.1e+08	1:108409665..110303931	-8.01626	1.09e-15	-5.00467628489024	0.949405502702207	TRUE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.GNAI3.wgt.RDat	GNAI3	1	1.1e+08	1.1e+08	1:108409665..110303931	-4.36	1.31e-05	-5.34898827592449	0.99989350341119	TRUE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000225113.1.RP5-1160K1.3.wgt.RDat	RP5-1160K1.3	1	1.1e+08	1.1e+08	1:108409665..110303931	8.14141	3.91e-16	7.73880980078888	0.999999987967065	TRUE
LDL	INTERCEPT	INTERCEPT.2:21050490..23341383	2	0	0	2:21050490..23341383	NA	NA	0	0	FALSE
LDL	NULL	NULL.2:21050490..23341383	2	0	0	2:21050490..23341383	0	1	0	4.37796961903044e-106	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.APOB.wgt.RDat	APOB	2	21200000	21200000	2:21050490..23341383	-22.7	6.26e-114	-22.7	1	TRUE
LDL	INTERCEPT	INTERCEPT.5:73759326..75798866	5	0	0	5:73759326..75798866	10.7745627833603	4.53933562488453e-27	0	0	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.POC5.wgt.RDat	POC5	5	7.5e+07	7.5e+07	5:73759326..75798866	4.2368	2.27e-05	0.169029319344637	0.000247637628892393	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.IQGAP2.wgt.RDat	IQGAP2	5	75700000	75700000	5:73759326..75798866	-1.77788	0.07542	-1.05553506128127	0.000297225874205246	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000272040.1.CTC-366B18.4.wgt.RDat	CTC-366B18.4	5	74900000	74900000	5:73759326..75798866	-5.4952	3.9e-08	-0.279980764478385	0.000313365812298774	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Spleen/GTEx.Spleen.ENSG00000248881.1.CTC-366B18.2.wgt.RDat	CTC-366B18.2	5	74900000	74900000	5:73759326..75798866	7.2254	5e-13	0.461014625218885	0.000347731177318846	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.GFM2.wgt.RDat	GFM2	5	7.4e+07	7.4e+07	5:73759326..75798866	0.67235	0.501	-1.31616789795201	0.000423575278466063	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.POLK.wgt.RDat	POLK	5	74800000	74800000	5:73759326..75798866	8.3968	4.59e-17	-0.397904804976411	0.000577456431404038	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.ANKRD31.wgt.RDat	ANKRD31	5	74400000	74400000	5:73759326..75798866	-7.23708	4.58e-13	0.636241746552674	0.000844460215622944	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ENC1.wgt.RDat	ENC1	5	73900000	73900000	5:73759326..75798866	3.0777	0.00209	1.93053544201753	0.000874733493742885	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ANKDD1B.wgt.RDat	ANKDD1B	5	74900000	74900000	5:73759326..75798866	-3.5607	0.00037	-1.62701628171353	0.000897236997736069	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Tibial/GTEx.Artery_Tibial.ENSG00000198780.7.FAM169A.wgt.RDat	FAM169A	5	74100000	74100000	5:73759326..75798866	-0.1799	0.857218	-2.2160172335288	0.00201531716534908	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000176928.4.GCNT4.wgt.RDat	GCNT4	5	74300000	74300000	5:73759326..75798866	7.6641	1.8e-14	-0.72420781885267	0.00208483083563071	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.NSA2.wgt.RDat	NSA2	5	74100000	74100000	5:73759326..75798866	-0.2769	0.782	-2.40386983553196	0.00305659265361222	FALSE
LDL	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.HEXB.wgt.RDat	HEXB	5	73900000	73900000	5:73759326..75798866	0.91937	0.3579	2.49200123733689	0.0033137015645713	FALSE
