FILE	ID	CHR	P0	P1	BLOCK	Z	P	RESID.Z	PIP	IN.CRED.SET	TRAIT
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.UBXN11.wgt.RDat	UBXN11	1	26600000	26600000	1:25516845..27401867	1.43461	0.151	1.54182169173033	0.000741863059897716	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000142675.13.CNKSR1.wgt.RDat	CNKSR1	1	26500000	26500000	1:25516845..27401867	-1.7255	0.0844	-1.73260425168142	0.000770769959671062	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000175087.5.PDIK1L.wgt.RDat	PDIK1L	1	26400000	26400000	1:25516845..27401867	1.2569	0.209	1.75807529995652	0.000795673534550236	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000236528.1.RP1-125I3.2.wgt.RDat	RP1-125I3.2	1	26200000	26200000	1:25516845..27401867	0.502157	0.616	1.17247851315709	0.000842036890094186	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PIGV.wgt.RDat	PIGV	1	27100000	27100000	1:25516845..27401867	-2.86131	0.00422	-2.35511743322077	0.0017014918737227	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RPS6KA1.wgt.RDat	RPS6KA1	1	26900000	26900000	1:25516845..27401867	-1.95202	0.0509	-2.28472153246011	0.00205967187160641	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZNF683.wgt.RDat	ZNF683	1	26700000	26700000	1:25516845..27401867	-2.97929	0.00289	-2.36713187262747	0.00210598513894823	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.HMGN2.wgt.RDat	HMGN2	1	26800000	26800000	1:25516845..27401867	2.66616	0.00767	2.40023926651395	0.00268176041905163	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Cerebellar_Hemisphere/GTEx.Brain_Cerebellar_Hemisphere.ENSG00000158006.9.PAFAH2.wgt.RDat	PAFAH2	1	26300000	26300000	1:25516845..27401867	-2.291173	0.022	-3.01935013630931	0.00392290930052282	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.NUDC.wgt.RDat	NUDC	1	27200000	27200000	1:25516845..27401867	3.64104	0.000272	2.92703667579609	0.00655150167207871	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RHCE.wgt.RDat	RHCE	1	25700000	25700000	1:25516845..27401867	3.65038	0.000262	3.94696353968467	0.00728064386753538	FALSE	LDL
NULL	NULL.1:25516845..27401867	1	0	0	1:25516845..27401867	0	1	0	0.00771615946793978	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000259984.1.RP11-335G20.7.wgt.RDat	RP11-335G20.7	1	25700000	25700000	1:25516845..27401867	-4.05629	4.99e-05	-4.2353002083285	0.00991782522634456	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000261349.1.RP3-465N24.5.wgt.RDat	RP3-465N24.5	1	25600000	25600000	1:25516845..27401867	-0.12993	0.897	-0.265553755447683	0.0137793261680743	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RHD.wgt.RDat	RHD	1	25600000	25600000	1:25516845..27401867	-3.57643	0.000348	-3.79490019584805	0.0138793523918744	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.LDLRAP1.wgt.RDat	LDLRAP1	1	25900000	25900000	1:25516845..27401867	3.82172	0.000133	4.01782690972943	0.0307041386679103	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Prostate/GTEx.Prostate.ENSG00000226698.1.RP1-50O24.6.wgt.RDat	RP1-50O24.6	1	27200000	27200000	1:25516845..27401867	4.37479	1.22e-05	3.60647448571194	0.0650713527992487	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Aorta/GTEx.Artery_Aorta.ENSG00000204178.5.TMEM57.wgt.RDat	TMEM57	1	25800000	25800000	1:25516845..27401867	4.553681	5.27e-06	4.68823196963699	0.0693811316373083	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.ARID1A.wgt.RDat	ARID1A	1	2.7e+07	2.7e+07	1:25516845..27401867	-4.59388	4.35e-06	-3.87281913614222	0.150917887295937	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZDHHC18.wgt.RDat	ZDHHC18	1	27200000	27200000	1:25516845..27401867	4.52188	6.13e-06	3.89636047643278	0.156366889383498	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000117616.13.C1orf63.wgt.RDat	C1orf63	1	25600000	25600000	1:25516845..27401867	-4.741856	2.12e-06	-4.95623453977673	0.248599115755978	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.TMEM50A.wgt.RDat	TMEM50A	1	25700000	25700000	1:25516845..27401867	4.9028	9.45e-07	5.12269473389793	0.63559751849694	TRUE	LDL
INTERCEPT	INTERCEPT.1:54226262..56413117	1	0	0	1:54226262..56413117	0.00868375973990406	0.993071449251579	0	0	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.LRRC42.wgt.RDat	LRRC42	1	54400000	54400000	1:54226262..56413117	0.458	0.647	0.452729695574875	0.000183574702658411	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ACOT11.wgt.RDat	ACOT11	1	5.5e+07	5.5e+07	1:54226262..56413117	-0.19863	0.843	-0.197618474464249	0.000185843096375057	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.HSPB11.wgt.RDat	HSPB11	1	54400000	54400000	1:54226262..56413117	-0.77805	0.437	-0.772286545283422	0.000186446361034275	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.DHCR24.wgt.RDat	DHCR24	1	55300000	55300000	1:54226262..56413117	-1.08	0.281	-1.07488725203219	0.000187662851401592	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Liver/GTEx.Liver.ENSG00000157216.11.SSBP3.wgt.RDat	SSBP3	1	54700000	54700000	1:54226262..56413117	-0.645	0.519	-0.640688179718321	0.000226014013231703	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.AL357673.1.wgt.RDat	AL357673.1	1	54600000	54600000	1:54226262..56413117	-0.11543	0.908	-0.115250252887083	0.000237648810290649	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000058799.9.YIPF1.wgt.RDat	YIPF1	1	54300000	54300000	1:54226262..56413117	0.99747	0.319	0.996441717071273	0.00024605665241539	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000272091.1.RP4-758J24.5.wgt.RDat	RP4-758J24.5	1	54500000	54500000	1:54226262..56413117	-1.00503	0.315	-1.00486934639822	0.000252188361256525	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MROH7.wgt.RDat	MROH7	1	55100000	55100000	1:54226262..56413117	-0.10007	0.92	-0.0987336076581305	0.000297304640497058	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Muscle_Skeletal/GTEx.Muscle_Skeletal.ENSG00000237611.1.AL353898.3.wgt.RDat	AL353898.3	1	54600000	54600000	1:54226262..56413117	0.76074	0.447	0.764014528777978	0.000309420754704796	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.TMEM59.wgt.RDat	TMEM59	1	54500000	54500000	1:54226262..56413117	-0.90201	0.367	-0.901567252547727	0.000349612552864081	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TCEANC2.wgt.RDat	TCEANC2	1	54500000	54500000	1:54226262..56413117	-0.70011	0.484	-0.70485263300587	0.000360380625402614	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.AL161915.1.wgt.RDat	AL161915.1	1	54600000	54600000	1:54226262..56413117	-1.12271	0.262	-1.12480819167479	0.000436128910906001	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.MRPL37.wgt.RDat	MRPL37	1	54600000	54600000	1:54226262..56413117	-1.08	0.28	-1.08155681289022	0.000623060113570625	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TTC4.wgt.RDat	TTC4	1	55200000	55200000	1:54226262..56413117	0.17568	0.861	0.175858401223044	0.000775478645494167	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.C1orf177.wgt.RDat	C1orf177	1	55300000	55300000	1:54226262..56413117	-0.66863	0.504	-0.672212618745269	0.000880438743490014	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.USP24.wgt.RDat	USP24	1	55500000	55500000	1:54226262..56413117	0.98111	0.327	0.985364129951064	0.00109422088449549	FALSE	LDL
NULL	NULL.1:54226262..56413117	1	0	0	1:54226262..56413117	0	1	0	0.00248768957738627	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PARS2.wgt.RDat	PARS2	1	55200000	55200000	1:54226262..56413117	-5.52796	3.24e-08	-5.52805279858508	0.99750582167924	TRUE	LDL
INTERCEPT	INTERCEPT.1:61922365..63455089	1	0	0	1:61922365..63455089	-16.685832271317	1.66173973513866e-62	0	0	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Whole_Blood/GTEx.Whole_Blood.ENSG00000162607.8.USP1.wgt.RDat	USP1	1	62900000	62900000	1:61922365..63455089	8.527	1.5e-17	0.299803878404383	0.00011679723924042	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.KANK4.wgt.RDat	KANK4	1	62700000	62700000	1:61922365..63455089	-0.39482	0.693	-0.374956226008617	0.000119315515247755	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.ATG4C.wgt.RDat	ATG4C	1	63200000	63200000	1:61922365..63455089	3.45032	0.00056	0.46970042888102	0.000124143176710248	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000116641.11.DOCK7.wgt.RDat	DOCK7	1	62900000	62900000	1:61922365..63455089	8.196427	2.48e-16	0.625942588817288	0.000135925831869621	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.L1TD1.wgt.RDat	L1TD1	1	62700000	62700000	1:61922365..63455089	-1.59029	0.112	-0.738825307893717	0.000145745118965198	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000162604.8.TM2D1.wgt.RDat	TM2D1	1	62100000	62100000	1:61922365..63455089	0.557106	0.577	0.976189387940182	0.000178204594642175	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000132849.14.INADL.wgt.RDat	INADL	1	62200000	62200000	1:61922365..63455089	5.69657	1.22e-08	-1.26819245065635	0.000247403789465544	FALSE	LDL
NULL	NULL.1:61922365..63455089	1	0	0	1:61922365..63455089	0	1	0	0.99893466207145	TRUE	LDL
INTERCEPT	INTERCEPT.1:108409665..110303931	1	0	0	1:108409665..110303931	-2.17618522983597	0.0295414128945686	0	0	FALSE	LDL
NULL	NULL.1:108409665..110303931	1	0	0	1:108409665..110303931	0	1	0	5.74115771445462e-29	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.GPSM2.wgt.RDat	GPSM2	1	1.09e+08	1.09e+08	1:108409665..110303931	0.95601	0.339	-0.281877662660086	3.4845023580248e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000116266.6.STXBP3.wgt.RDat	STXBP3	1	1.09e+08	1.09e+08	1:108409665..110303931	0.548	0.584	0.613228572089297	3.49037927017645e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM5.wgt.RDat	GSTM5	1	1.1e+08	1.1e+08	1:108409665..110303931	0.79913	0.424	1.12482123143327	3.57460305762222e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.SARS.wgt.RDat	SARS	1	1.1e+08	1.1e+08	1:108409665..110303931	-0.14062	0.888	1.5518738568883	3.86618858456767e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000241720.2.RP4-735C1.4.wgt.RDat	RP4-735C1.4	1	1.1e+08	1.1e+08	1:108409665..110303931	-1.5887	0.112	-0.975695068872287	3.90292428872568e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM4.wgt.RDat	GSTM4	1	1.1e+08	1.1e+08	1:108409665..110303931	-3.25496	0.00113	-2.63850776096239	3.96196739425021e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000270066.2.SCARNA2.wgt.RDat	SCARNA2	1	1.1e+08	1.1e+08	1:108409665..110303931	-3.48835	0.000486	-4.41941826533799	4.28347527783927e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.CLCC1.wgt.RDat	CLCC1	1	1.09e+08	1.09e+08	1:108409665..110303931	0.88677	0.375	-0.166879953184949	4.5651016841744e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000116337.11.AMPD2.wgt.RDat	AMPD2	1	1.1e+08	1.1e+08	1:108409665..110303931	0.74674	0.455	2.3194957154473	4.99181618914032e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000085491.11.SLC25A24.wgt.RDat	SLC25A24	1	1.09e+08	1.09e+08	1:108409665..110303931	-0.67083	0.502	-0.563364557985096	5.01306016665973e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000273382.1.RP5-1065J22.8.wgt.RDat	RP5-1065J22.8	1	1.1e+08	1.1e+08	1:108409665..110303931	-0.24479	0.807	0.145108419006604	5.48244850984812e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.TMEM167B.wgt.RDat	TMEM167B	1	1.1e+08	1.1e+08	1:108409665..110303931	0.31399	0.754	-0.166103679029853	5.69178271552771e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.KIAA1324.wgt.RDat	KIAA1324	1	1.1e+08	1.1e+08	1:108409665..110303931	2.958	0.0031	1.52277816856757	6.43695480262802e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Nerve_Tibial/GTEx.Nerve_Tibial.ENSG00000085433.11.WDR47.wgt.RDat	WDR47	1	1.1e+08	1.1e+08	1:108409665..110303931	3.398045	0.000679	1.69661964733583	7.09149294380704e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000162639.11.HENMT1.wgt.RDat	HENMT1	1	1.09e+08	1.09e+08	1:108409665..110303931	-0.2713	0.786	-0.0868497105419578	0.000113832089421637	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RP11-356N1.2.wgt.RDat	RP11-356N1.2	1	1.09e+08	1.09e+08	1:108409665..110303931	1.12643	0.26	1.4401598907305	0.000152346454333448	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000260879.1.RP11-483I13.5.wgt.RDat	RP11-483I13.5	1	1.09e+08	1.09e+08	1:108409665..110303931	-0.759	0.448	-1.67441516941941	0.000196541364690208	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM1.wgt.RDat	GSTM1	1	1.1e+08	1.1e+08	1:108409665..110303931	2.78443	0.00536	3.0040009325653	0.000231867798943859	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM3.wgt.RDat	GSTM3	1	1.1e+08	1.1e+08	1:108409665..110303931	2.24699	0.0246	2.62587279916006	0.00026403301629515	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSTM2.wgt.RDat	GSTM2	1	1.1e+08	1.1e+08	1:108409665..110303931	3.12457	0.00178	2.71722254989382	0.000435405219535925	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.PSMA5.wgt.RDat	PSMA5	1	1.1e+08	1.1e+08	1:108409665..110303931	2.45	0.0144	3.29093584765832	0.000534436914213344	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.CYB561D1.wgt.RDat	CYB561D1	1	1.1e+08	1.1e+08	1:108409665..110303931	0.23	0.818	-0.493115302880627	0.00126664979850713	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000162650.11.ATXN7L2.wgt.RDat	ATXN7L2	1	1.1e+08	1.1e+08	1:108409665..110303931	6.73104	1.68e-11	3.84882865807987	0.00131211990373806	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.SYPL2.wgt.RDat	SYPL2	1	1.1e+08	1.1e+08	1:108409665..110303931	-0.21759	0.828	2.07580565579402	0.00732520000588987	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.FNDC7.wgt.RDat	FNDC7	1	1.09e+08	1.09e+08	1:108409665..110303931	-2.28826	0.0221	-2.89790760398702	0.00838116217467976	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PSRC1.wgt.RDat	PSRC1	1	1.1e+08	1.1e+08	1:108409665..110303931	-3.7257	0.000195	-5.28496500927631	0.031402233991283	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.CELSR2.wgt.RDat	CELSR2	1	1.1e+08	1.1e+08	1:108409665..110303931	8.30758	9.77e-17	6.7097711719048	0.033979432165946	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TAF13.wgt.RDat	TAF13	1	1.1e+08	1.1e+08	1:108409665..110303931	0.92912	0.353	2.13728226044973	0.0371431561361701	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000260246.1.AC000032.2.wgt.RDat	AC000032.2	1	1.1e+08	1.1e+08	1:108409665..110303931	4.30276	1.69e-05	4.32359501134087	0.0432696538302411	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Prostate/GTEx.Prostate.ENSG00000244716.2.RP11-20O24.4.wgt.RDat	RP11-20O24.4	1	1.1e+08	1.1e+08	1:108409665..110303931	-6.37491	1.83e-10	-6.26854585427979	0.26489122814766	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.AMIGO1.wgt.RDat	AMIGO1	1	1.1e+08	1.1e+08	1:108409665..110303931	1.37379	0.17	3.63097025810862	0.964566714311487	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.SORT1.wgt.RDat	SORT1	1	1.1e+08	1.1e+08	1:108409665..110303931	-8.01626	1.09e-15	-5.00399721018582	0.980950504694441	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.GNAI3.wgt.RDat	GNAI3	1	1.1e+08	1.1e+08	1:108409665..110303931	-4.36	1.31e-05	-5.34901601866045	0.999802764300223	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000225113.1.RP5-1160K1.3.wgt.RDat	RP5-1160K1.3	1	1.1e+08	1.1e+08	1:108409665..110303931	8.14141	3.91e-16	7.73933714784382	0.999999743313826	TRUE	LDL
INTERCEPT	INTERCEPT.2:21050490..23341383	2	0	0	2:21050490..23341383	NA	NA	0	0	FALSE	LDL
NULL	NULL.2:21050490..23341383	2	0	0	2:21050490..23341383	0	1	0	2.7631926694424e-107	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.APOB.wgt.RDat	APOB	2	21200000	21200000	2:21050490..23341383	-22.7	6.26e-114	-22.7	1	TRUE	LDL
INTERCEPT	INTERCEPT.5:73759326..75798866	5	0	0	5:73759326..75798866	10.7746366056301	4.5356958855695e-27	0	0	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.POC5.wgt.RDat	POC5	5	7.5e+07	7.5e+07	5:73759326..75798866	4.2368	2.27e-05	0.169184585046173	0.000190580593251396	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.IQGAP2.wgt.RDat	IQGAP2	5	75700000	75700000	5:73759326..75798866	-1.77788	0.07542	-1.05611705553851	0.000218049729070881	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000272040.1.CTC-366B18.4.wgt.RDat	CTC-366B18.4	5	74900000	74900000	5:73759326..75798866	-5.4952	3.9e-08	-0.280201182944142	0.00025903501577667	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Spleen/GTEx.Spleen.ENSG00000248881.1.CTC-366B18.2.wgt.RDat	CTC-366B18.2	5	74900000	74900000	5:73759326..75798866	7.2254	5e-13	0.461127208876729	0.000295818704696013	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.GFM2.wgt.RDat	GFM2	5	7.4e+07	7.4e+07	5:73759326..75798866	0.67235	0.501	-1.31686900569009	0.000317752680890826	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.POLK.wgt.RDat	POLK	5	74800000	74800000	5:73759326..75798866	8.3968	4.59e-17	-0.39813958906881	0.000541520473036094	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ENC1.wgt.RDat	ENC1	5	73900000	73900000	5:73759326..75798866	3.0777	0.00209	1.93061991634151	0.000659676685320058	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ANKDD1B.wgt.RDat	ANKDD1B	5	74900000	74900000	5:73759326..75798866	-3.5607	0.00037	-1.62710776562795	0.00073704606174517	FALSE	LDL
